ID,New_Book_Author,New_Book_Title,Series_Name,Book_Co_Author,Illustrators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Overseeing_Agency,City,County,Sch_Name,Lib_name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4,Last_Updated,Genre
14332,"Myers, Bill",My Life as a Smashed Burrito With Extra Hot Sauce,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,10,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Bullies,Bullies in fiction,Bullies, fiction,Bullying,Burritos (Cookery),Camps,Camps in fiction,Camps, fiction,Children's fiction,Christian life,Christian life in fiction,Christian life, fiction,Fiction,Humorous stories,Juvenile fiction"
14333,"McAnulty, Stacy",The Miscalculations of Lightning Girl,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,10,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Animals,Children's fiction,Dogs,Fiction,Friendship,Grandmothers,Home schooling,Interpersonal relations,Interpersonal relations, fiction,Juvenile fiction,Lightning,Mentally ill, fiction,Middle schools,New Experience,Obsessive-compulsive disorder,People with mental disabilities,Savants (Savant syndrome),School stories,Schools,Schools, fiction,Social Themes"
14334,"Wertherim, L. Jon",The Rookie Bookie,,"Moskowitz, Tobias",,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,10,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,Unknown
14335,"Pascal, Francine",Kill Game,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,11,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Adventure and adventurers, fiction,Children's fiction,Fiction,Gaia Moore (Fictitious character),Serial murderers,United States,United States. -- Federal Bureau of Investigation -- Fiction,United States. Federal Bureau of Investigation,Young adult fiction"
14336,"Kelly, Erin Entrada",Hello Universe,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,11,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Bullying, fiction,Children's fiction,Friendship, fiction,Juvenile Fiction,Missing persons, fiction,New York Times bestseller,Newbery Medal,People with disabilities, fiction,Sisters, fiction,age:max:11,age:min:9,award:Newbery_award,grade:max:7,grade:min:3,nyt:middle-grade-paperback-monthly=2021-01-10"
14337,"Sendak, Maurice",In the Night Kitchen,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,11,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Baking,Cake,Children's fiction,Children's stories,Cooking, fiction,Cuisson au four,Dreams,Fantasy,Fantasy fiction,Fiction,Hornería,Juvenile fiction,Lait,Leche,Milk,Night, fiction,Novela juvenil,Picture books,Picture books for children,Pictures,Romans, nouvelles, etc. pour la jeunesse,Rêves,Spanish language,Sueños,Tortas,collectionID:caldecotthonor70"
14338,"Yang, Kelly",Room to Dream,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,11,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"New York Times bestseller,nyt:series-books=2021-10-10"
14339,"Yang, Kelly",Three Keys,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,11,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"California, fiction,Children's fiction,Chinese americans, fiction,Chinese, united states, fiction,Family, fiction,Hotels, motels, etc., fiction,Immigrants, fiction"
14340,"Dasgupta, Sayantani",Debating Darcy,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,Unknown
14341,"Kapit, Sarah","Get a Grip, Vivy Cohen",,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,Unknown
14342,"Munsch, Robert",Pigs,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Children's fiction,Entering 2nd grade,Fiction,Humorous fiction,JUVENILE FICTION / Reader - Beginner,Juvenile fiction,Materiales en Español,Picture books,Pigs,Pigs, fiction,Reading List,Spanish language,Spanish language materials,Swine,Toy and movable books,UP Elementary"
14343,"Spinelli, Jerry",Stargirl,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Arizona, fiction,Children's fiction,Eccentrics and eccentricities,Escuelas,Escuelas secundarias,Excentriques,Excéntricos y excentricidades,Ficción juvenil,Fiction,High schools,Individualidad,Individuality,Individuality, fiction,Individualité,Juvenile fiction,Large type books,Littérature de jeunesse anglaise,Love, fiction,Mei guo wen xue,Popularidad,Popularity,Popularity, fiction,Popularité,Reading Level-Grade 10,Reading Level-Grade 11,Reading Level-Grade 12,Reading Level-Grade 9,Romans, nouvelles, etc. pour la jeunesse,Schools,Schools, fiction,Stargirl,Xiao shuo,Écoles,Écoles secondaires"
14344,"Applegate, Katherine",The One and Only Ivan,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Amistad,Animal welfare,Animales del circo,Animals,Animals, treatment, fiction,Apes, Monkeys,Bienestar de los animales,Children's fiction,Circos,Circus,Circus animals,Elefantes,Elephants,Elephants, fiction,Ficción juvenil,Fiction,Friendship,Friendship, fiction,Gorilas,Gorilla,Gorilla, fiction,Gorillas,Juvenile fiction,New York Times bestseller,Newbery Medal,Social Themes,Spanish language materials,Treatment,Zoos,Zoos, fiction,award:Newbery_award,historical fiction,nyt:childrens-middle-grade-e-book=2015-11-22,nyt:childrens-middle-grade-paperback=2015-08-30,nyt:childrens-middle-grade=2013-02-17"
14345,"Dee, Barbara",Violets are Blue,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,Children's fiction
14346,"Underwood, Deborah",Ogilvy,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,Unknown
14347,"Wrede, Patricia C.",Dealing with Dragons,,,,Formal,Affiliation Unknown,Off Shelves,"No violation of Florida Statute, Remain in Collection",Retained,,,School,1,2024,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Children's fiction,Complot,Contes,Dragons,Dragons, fiction,Enchanted forest (imaginary place : wrede), fiction,Fairy tales,Fantasy,Fantasy fiction,Fiction,Humorous stories,Juvenile fiction,Princesses,Romans,Romans, nouvelles, etc. pour la jeunesse,Sorciers,Wizards"
14348,"King, Stephen",The Running Man,,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,11,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Adventure stories,American Horror tales,American literature,Fiction,Fiction, dystopian,Fiction, horror,Fiction, media tie-in,Fiction, thrillers, suspense,Game shows,Survival skills,Suspense,Television game shows,United states, fiction,World history,autopilot,blacklisting,bluffing,carjacking,crime scenes,dystopia,ghetto,hitmen,horror fiction,outlaws,overdubbing,parachutes,postmarks,propaganda,prostitution,safe houses,science fiction,skyscrapers,surface-to-air missles,torture,totalitarianism,underclass"
14349,"Vonnegut, Kurt",Cat's Cradle,,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"813 v947c 2010,American Fantasy fiction,American fiction,American fiction (fictional works by one author),Classic Literature,End of the world,End of the world--fiction,Fiction,Fiction, humorous,Fiction, humorous, general,Fiction, science fiction, general,Fictional works [publication type],Fin du monde,Humor (Fiction),Large type books,Ps3572.o5 c3 2010,Romans, nouvelles,Satire,Science Fiction,Spanish fiction,Spanish imprints,Translations into Spanish"
14350,"Shepard, Sara",Flawless,,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Books,Children's fiction,Conduct of Life,Conduct of life, fiction,Detective,Fiction,Friendship,Friendship, fiction,High School,Juvenile,Liars,Literature,Mystery,Mystery and detective stories,NY Times bestseller,Romance,Sara Shepard,Schools, fiction,Secrets,Stories,Teenagers,Teens,YA,Young adult"
14351,"Terciero, Rey","Meg, Jo, Beth, and Amy: A Modern Graphic Retelling of Little Women",,"Alcott, Louisa May","Indigo, Bre",Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,Unknown
14352,"Kerouac, Jack",On the Road,,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"American Autobiographical fiction,American fiction,American fiction (fictional works by one author),American literature,Audio - Fiction - General,Audio Adult: Books On Tape,Autobiographical fiction,Beat generation,Beat generation -- Fiction,Beat generation in literature,Beatniks,Beats (Persons),Beats (Persons) in literature,Bohemianism,Classic Literature,Classics,Criticism and interpretation,Drugs,English language,Examinations,Fiction,Fiction / Literary,General,History and criticism,Jazz,Kerouac, Jack, 1922-1969,Literary,Literature,Literature - Classics / Criticism,Literature: Classics,NOVELAS ESTADOUNIDENSES,New York Times reviewed,On the road (Kerouac, Jack),Page proofs (Printing),Reading Level-Grade 10,Reading Level-Grade 11,Reading Level-Grade 12,Romans, nouvelles,Study guides,Translations into Chinese"
14353,"Shepard, Sara",Seven Minutes in Heaven,,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Children's fiction,Detective and mystery stories,Fiction,High school girls,Impersonation,Investigation,Juvenile fiction,Murder,Mystery and detective stories,Sisters,Twins,Young adult fiction"
14354,"Tahir, Sabaa",All My Rage,,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Children's fiction,Forgiveness,Immigrants,New York Times bestseller,Pakistani Americans,Teen & Young Adult Fiction,Teen & Young Adult Social Issues,family life,fiction,novels,nyt:young-adult-hardcover=2022-03-20"
14355,"Cremer, Andrea",Snakeroot,,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Children's fiction,Love, fiction,Supernatural, fiction,Werewolves, fiction"
14356,"Ukazu, Ngozi",Sticks & Scones,,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,Unknown
14357,"von Ziegesar, Cecily",You're the One That I Want,,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,12,2023,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Children's fiction,Choix,College choice,Ecoles secondaires,Fiction,High schools,Interpersonal relations,Juvenile fiction,New york (n.y.), fiction,Richesse,Romans,Romans, nouvelles,Schools,Schools, fiction,Universites,Universités,Écoles secondaires"
14358,"Westerfeld, Scott",Afterworlds,,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,1,2024,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Authorship,Authorship, fiction,Children's fiction,Dead,Death, fiction,East Indian Americans,Fiction,Future life,Future life, fiction,Ghost stories,Ghosts,Ghosts, fiction,Homosexuality, fiction,JUVENILE FICTION / Love & Romance,JUVENILE FICTION / Social Issues / New Experience,Juvenile fiction,Lesbians,Love,Love, fiction,New York Times reviewed,New york (n.y.), fiction,Young adult fiction"
14359,"Anaya, Rudolfo","Bless Me, Ultima",,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,1,2024,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"English language,Family relationships,Fiction,Fiction, general,Fiction, historical, general,Fiction, psychological,Fiction, short stories (single author),General,Grandparent and child,Healers,High interest-low vocabulary books,Large type books,Literary,Llanos,Mexican American children,Mexican Americans,Modern Literature,Mother and child, fiction,New mexico, fiction,Readers for new literates,Reading Level-Grade 10,Reading Level-Grade 11,Reading Level-Grade 12,Reading Level-Grade 8,Reading Level-Grade 9,Textbooks for foreign speakers,open_syllabus_project"
14360,"Meyer, Stephanie",Breaking Dawn,Twlight,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,1,2024,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,Unknown
14361,"Han, Jenny",It's Not Summer Without You,,,,Formal,Affiliation Unknown,Off Shelves,"""No violation of Florida Statute, Remain in Collection
Keep: HS Only""",Retained/Restricted,Yes,Restricted to HS,School,1,2024,FL,Clay County District Schools,,Clay,,,,,02/16/2024,https://docs.google.com/spreadsheets/d/1iP1nVObzc_x1LgOUTEwf7w_t9Q7j4zRXan_mTL_6k0I/edit?usp=sharing,,,,,"Adolescentes,Amour,Amours,Beaches,Bildungsromans,Chalets,Children's fiction,Coming of age,Deuil,Fiction,Friendship,Friendship, fiction,Grief,Interpersonal relations,Interpersonal relations, fiction,Juvenile fiction,New York Times bestseller,Passage à l'âge adulte,Plages,Relations humaines,Roman adolescent,Roman pour la jeunesse,Romans,Romans, nouvelles,Seashore, fiction,Summer,Summer, fiction,Vacances,Vacation homes,Vacations, fiction,nyt:paperback-books=2011-05-15"
